equipo,liga,ataque,medio,defensa,promedio,año,entrenador
Chievo Verona,Liga italiana,67,67,67,67,30-06-2006,Giuseppe Pillon
Alemannia Aachen,Liga alemana (div. 2),66,66,66,66,30-06-2006,Dieter Hecking
Atalanta BC,Liga italiana (div. 2),74,74,74,74,30-06-2006,Stefano Colantuono
Nottingham Forest,Liga inglesa (div. 3),71,71,71,71,30-06-2006,Colin Calderwood
R.C. Recreativo,LFP 2ª División,70,70,70,70,30-06-2006,Marcelino
NEC  Nijmegen,Liga holandesa,67,67,67,67,30-06-2006,Ron de Groot
Coventry City,Liga inglesa (div. 2),67,67,67,67,30-06-2006,Micky Adams
Vitoria,Liga brasileña,66,66,66,66,30-06-2006,Hélio Sousa
Bari,Liga italiana (div. 2),66,66,66,66,30-06-2006,Guido Carboni
AS Nancy-Lorraine,Liga francesa,66,66,66,66,30-06-2006,Pablo Correa
Montpellier HSC,Liga francesa (div. 2),65,65,65,65,30-06-2006,Jean-François Domergue
Stoke City,Liga inglesa (div. 2),64,64,64,64,30-06-2006,Tony Pulis
Châteauroux,Liga francesa (div. 2),64,64,64,64,30-06-2006,Cédric Daury
Reggina,Liga italiana,64,64,64,64,30-06-2006,Walter Mazzarri
ADO Den Haag,Liga holandesa,63,63,63,63,30-06-2006,Frans Adelaar
Messina,Liga italiana,71,71,71,71,30-06-2006,Gian Piero Ventura
AZ Alkmaar,Liga holandesa,69,69,69,69,30-06-2006,Louis van Gaal
Watford,Liga inglesa (div. 2),68,68,68,68,30-06-2006,Aidy Boothroyd
Brighton Hove Albion,Liga inglesa (div. 2),68,68,68,68,30-06-2006,Mark McGhee
Cardiff City,Liga inglesa (div. 2),68,68,68,68,30-06-2006,Dave Jones
Preston North End,Liga inglesa (div. 2),67,67,67,67,30-06-2006,Billy Davies
D. Alavés,LFP 1ª División,66,66,66,66,30-06-2006,Chuchi Cos
SC Heerenveen,Liga holandesa,65,65,65,65,30-06-2006,Gertjan Verbeek
Burnley,Liga inglesa (div. 2),65,65,65,65,30-06-2006,Steve Cotterill
Luton Town,Liga inglesa (div. 2),64,64,64,64,30-06-2006,Mike Newell
Reading FC,Liga inglesa (div. 2),60,60,60,60,30-06-2006,Steve Coppell
Brescia,Liga italiana (div. 2),60,60,60,60,30-06-2006,Zdeněk Zeman
Vitesse Arnhem,Liga holandesa,58,58,58,58,30-06-2006,Edward Sturing
Karlsruher SC,Liga alemana (div. 2),72,72,72,72,30-06-2006,Edmund Becker
Sporting Braga,Liga portuguesa,67,67,67,67,30-06-2006,Jesualdo Ferreira
C. Gimnàstic,LFP 2ª División,67,67,67,67,30-06-2006,Luis César
Oldham Athletic,Liga inglesa (div. 3),66,66,66,66,30-06-2006,Ronnie Moore
Queens Park Rangers,Liga inglesa (div. 2),66,66,66,66,30-06-2006,Gary Waddock
Sedan,Liga francesa (div. 2),66,66,66,66,30-06-2006,Serge Romano
Kickers Offenbach,Liga alemana (div. 2),65,65,65,65,30-06-2006,Wolfgang Frank
Stade Brestois 29,Liga francesa (div. 2),64,64,64,64,30-06-2006,Thierry Goudet
S. D. Eibar,LFP 2ª División,62,62,62,62,30-06-2006,Javier Pérez
FC Energie Cottbus,Liga alemana (div. 2),61,61,61,61,30-06-2006,Petrik Sander
Livorno,Liga italiana,59,59,59,59,30-06-2006,Carlo Mazzone
Swansea City,Liga inglesa (div. 3),69,69,69,69,30-06-2006,Kenny Jackett
Coimbra,Liga portuguesa,68,68,68,68,30-06-2006,Nelo Vingada
RKC Waalwijk,Liga holandesa,68,68,68,68,30-06-2006,Adrie Koster
Sheffield Wednesday,Liga inglesa (div. 2),61,61,61,61,30-06-2006,Paul Sturrock
U.D. Almería,LFP 2ª División,68,68,68,68,30-06-2006,Flores
Empoli,Liga italiana,66,66,66,66,30-06-2006,Luigi Cagni
Blackpool,Liga inglesa (div. 3),66,66,66,66,30-06-2006,Simon Grayson
Gueugnon,Liga francesa (div. 2),64,64,64,64,30-06-2006,Victor Zvunka
Triestina,Liga italiana (div. 2),61,61,61,61,30-06-2006,Andrea Agostinelli
SC Paderborn 07,Liga alemana (div. 2),58,58,58,58,30-06-2006,Jos Luhukay
FC Groningen,Liga holandesa,69,69,69,69,30-06-2006,Ron Jans
Belenenses,Liga portuguesa,67,67,67,67,30-06-2006,José Couceiro
F.C. Peñafiel,Liga portuguesa,65,65,65,65,30-06-2006,Luís Castro
Bradford City,Liga inglesa (div. 3),60,60,60,60,30-06-2006,Colin Todd
FC Twente,Liga holandesa,60,60,60,60,30-06-2006,Jan van Staa
RBC Roosendaal,Liga holandesa,59,59,59,59,30-06-2006,Robert Maaskant
Mantova,Liga italiana (div. 2),72,72,72,72,30-06-2006,Domenico Di Carlo
SpVgg Unterhaching,Liga alemana (div. 2),68,68,68,68,30-06-2006,Harry Deutinger
Istres,Liga francesa (div. 2),64,64,64,64,30-06-2006,Jean-Louis Gasset
FC Utrecht,Liga holandesa,62,62,62,62,30-06-2006,Foeke Booy
Swindon Town,Liga inglesa (div. 3),61,61,61,61,30-06-2006,Iffy Onuora
CS Marítimo,Liga portuguesa,59,59,59,59,30-06-2006,Ulisses Morais
Sparta Rotterdam,Liga holandesa,59,59,59,59,30-06-2006,Wiljan Vloet
Stade de Reims,Liga francesa (div. 2),59,59,59,59,30-06-2006,Thierry Froger
Hull City,Liga inglesa (div. 2),58,58,58,58,30-06-2006,Peter Taylor
Dunfermline Athletic,Liga escocesa,58,58,58,58,30-06-2006,Javier Clemente
Laval,Liga francesa (div. 2),58,58,58,58,30-06-2006,Denis Troch
Willem II,Liga holandesa,58,58,58,58,30-06-2006,Kees Zwamborn
Amiens SCF,Liga francesa (div. 2),57,57,57,57,30-06-2006,Alex Dupont
Oxford United,Liga inglesa (div. 4),56,56,56,56,30-06-2006,Jim Smith
Elche C.F.,LFP 2ª División,56,56,56,56,30-06-2006,Julián Rubio
Roda JC,Liga holandesa,56,56,56,56,30-06-2006,Huub Stevens
SC Bastia,Liga francesa (div. 2),55,55,55,55,30-06-2006,Bernard Casoni
Treviso,Liga italiana,51,51,51,51,30-06-2006,Aldo Ammazzalorso
Barnsley,Liga inglesa (div. 3),49,49,49,49,30-06-2006,Andy Ritchie
Bristol City,Liga inglesa (div. 3),67,67,67,67,30-06-2006,Gary Johnson
Ternana,Liga italiana (div. 2),62,62,62,62,30-06-2006,Domenico Caso
Le Havre AC,Liga francesa (div. 2),62,62,62,62,30-06-2006,Thierry Uvenard
Tigres,Liga mexicana,59,59,59,59,30-06-2006,Ricardo Caruso Lombardi
Castellón,LFP 2ª División,59,59,59,59,30-06-2006,Álvaro Cervera
Rio Ave,Liga portuguesa,59,59,59,59,30-06-2006,António Sousa
R. Sporting,LFP 2ª División,59,59,59,59,30-06-2006,Ciriaco
Heracles Almelo,Liga holandesa,59,59,59,59,30-06-2006,Peter Bosz
Leyton Orient,Liga inglesa (div. 4),55,55,55,55,30-06-2006,Martin Ling
Catania,Liga italiana (div. 2),68,68,68,68,30-06-2006,Pasquale Marino
U.E. Lleida,LFP 2ª División,67,67,67,67,30-06-2006,David Vidal
Cesena,Liga italiana (div. 2),62,62,62,62,30-06-2006,Fabrizio Castori
Málaga C.F. “B”,LFP 2ª División,62,62,62,62,30-06-2006,Manolo Hierro
AFC Bournemouth,Liga inglesa (div. 3),60,60,60,60,30-06-2006,Sean O'Driscoll
Clermont,Liga francesa (div. 2),58,58,58,58,30-06-2006,Marc Collat
Chester,Liga inglesa (div. 4),63,63,63,63,30-06-2006,Stuart Pearce
Crotone,Liga italiana (div. 2),61,61,61,61,30-06-2006,Gian Piero Gasperini
Torino,Liga italiana (div. 2),59,59,59,59,30-06-2006,Gianni De Biasi
Piacenza,Liga italiana (div. 2),52,52,52,52,30-06-2006,Giuseppe Iachini
Verona,Liga italiana (div. 2),58,58,58,58,30-06-2006,Massimo Ficcadenti
Bury,Liga inglesa (div. 4),56,56,56,56,30-06-2006,Chris Casper
Ascoli,Liga italiana,60,60,60,60,30-06-2006,Attilio Tesser
Carlisle United,Liga inglesa (div. 4),54,54,54,54,30-06-2006,Neil McDonald
Cremonese,Liga italiana (div. 2),60,60,60,60,30-06-2006,Gianni Dellacasa
Avellino,Liga italiana (div. 2),59,59,59,59,30-06-2006,Franco Colomba
Gil Vicente,Liga portuguesa,57,57,57,57,30-06-2006,Paulo Alves
Paços de Ferreira,Liga portuguesa,57,57,57,57,30-06-2006,José Mota
Hércules,LFP 2ª División,46,46,46,46,30-06-2006,Mandiá
Naval,Liga portuguesa,63,63,63,63,30-06-2006,Rogério Gonçalves
Valenciennes FC,Liga francesa (div. 2),51,51,51,51,30-06-2006,Antoine Kombouaré
F.C. Barcelona,Spanish Primera,87,87,87,87,30-06-2007,Frank Rijkaard
Chelsea,F.A. Premier League,86,86,86,86,30-06-2007,José Mourinho
Inter Milan,Italian Serie A,87,87,87,87,30-06-2007,Carlo Ancelotti
Manchester United,F.A. Premier League,88,88,88,88,30-06-2007,Alex Ferguson
Bayern Munich,German Bundesliga 1,86,86,86,86,30-06-2007,Ottmar Hitzfeld
AC Milan,Italian Serie A,85,85,85,85,30-06-2007,Carlo Ancelotti
Arsenal,F.A. Premier League,84,84,84,84,30-06-2007,Gustavo Alfaro
Olympique Lyonnais,French Ligue 1 Orange,83,83,83,83,30-06-2007,Gérard Houllier
Valencia,Spanish Primera,85,85,85,85,30-06-2007,Quique Flores
Liverpool,F.A. Premier League,82,82,82,82,30-06-2007,Rafa Benítez
Juventus,Italian Serie B,88,88,88,88,30-06-2007,Giancarlo Corradini
SV Werder Bremen,German Bundesliga 1,84,84,84,84,30-06-2007,Thomas Schaaf
AS Roma,Italian Serie A,85,85,85,85,30-06-2007,Luciano Spalletti
Atlético Madrid,Spanish Primera,83,83,83,83,30-06-2007,Javier Aguirre
Newcastle United,F.A. Premier League,83,83,83,83,30-06-2007,Sam Allardyce
Tottenham Hotspur,F.A. Premier League,83,83,83,83,30-06-2007,Martin Jol
Sevilla F.C.,Spanish Primera,82,82,82,82,30-06-2007,Juande Ramos
Osasuna,Spanish Primera,82,82,82,82,30-06-2007,Ziganda
FC Schalke 04,German Bundesliga 1,78,78,78,78,30-06-2007,Mirko Slomka
AS Monaco,French Ligue 1 Orange,83,83,83,83,30-06-2007,Laurent Banide
Paris Saint-Germain,French Ligue 1 Orange,83,83,83,83,30-06-2007,Paul Le Guen
Villarreal,Spanish Primera,82,82,82,82,30-06-2007,Manuel Pellegrini
Fiorentina,Italian Serie A,82,82,82,82,30-06-2007,Cesare Prandelli
Everton,F.A. Premier League,80,80,80,80,30-06-2007,David Moyes
Lille Osc,French Ligue 1 Orange,80,80,80,80,30-06-2007,Claude Puel
Lazio,Italian Serie A,80,80,80,80,30-06-2007,Delio Rossi
Blackburn Rovers,F.A. Premier League,79,79,79,79,30-06-2007,Mark Hughes
Borussia Dortmund,German Bundesliga 1,79,79,79,79,30-06-2007,Thomas Doll
Bayer Leverkusen,German Bundesliga 1,77,77,77,77,30-06-2007,Michael Skibbe
R.C.D. Espanyol,Spanish Primera,82,82,82,82,30-06-2007,Valverde
Middlesbrough,F.A. Premier League,81,81,81,81,30-06-2007,Gareth Southgate
West Ham United,F.A. Premier League,80,80,80,80,30-06-2007,Alan Curbishley
Ajax,Dutch Eredivisie,79,79,79,79,30-06-2007,Henk ten Cate
Bolton Wanderers,F.A. Premier League,79,79,79,79,30-06-2007,Sammy Lee
Torino,Italian Serie A,79,79,79,79,30-06-2007,Gianni De Biasi
Real Zaragoza,Spanish Primera,78,78,78,78,30-06-2007,Víctor Fernández
Sampdoria,Italian Serie A,81,81,81,81,30-06-2007,Walter Novellino
Udinese,Italian Serie A,80,80,80,80,30-06-2007,Pasquale Marino
Rennes,French Ligue 1 Orange,80,80,80,80,30-06-2007,Pierre Dréossi
Charlton Athletic,F.A. Premier League,80,80,80,80,30-06-2007,Alan Pardew
Boca Juniors,Rest Of World,79,79,79,79,30-06-2007,Miguel Russo
Aston Villa,F.A. Premier League,79,79,79,79,30-06-2007,Martin O'Neill
VfB Stuttgart,German Bundesliga 1,79,79,79,79,30-06-2007,Armin Veh
RC Lens,French Ligue 1 Orange,78,78,78,78,30-06-2007,Francis Gillot
Fulham,F.A. Premier League,78,78,78,78,30-06-2007,Lawrie Sanchez
Portsmouth,F.A. Premier League,76,76,76,76,30-06-2007,Harry Redknapp
Benfica,Portuguese Liga BWIN,76,76,76,76,30-06-2007,Fernando Santos
São Paulo,Brazilian League,74,74,74,74,30-06-2007,Muricy Ramalho
PSV Eindhoven,Dutch Eredivisie,73,73,73,73,30-06-2007,Ronald Koeman
Hertha BSC Berlin,German Bundesliga 1,72,72,72,72,30-06-2007,Karsten Heine
Sporting Lisbon,Portuguese Liga BWIN,78,78,78,78,30-06-2007,Manolo Preciado
RC Celta Vigo,Spanish Primera,77,77,77,77,30-06-2007,Hristo Stoichkov
Eintracht Frankfurt,German Bundesliga 1,77,77,77,77,30-06-2007,Friedhelm Funkel
Levante,Spanish Primera,76,76,76,76,30-06-2007,Abel Resino
Internacional,Brazilian League,76,76,76,76,30-06-2007,Alexandre Gallo
Wigan Athletic,F.A. Premier League,76,76,76,76,30-06-2007,Chris Hutchings
Hannover 96,German Bundesliga 1,75,75,75,75,30-06-2007,Dieter Hecking
FC Nantes,French Ligue 1 Orange,74,74,74,74,30-06-2007,Japhet N'Doram
Getafe,Spanish Primera,73,73,73,73,30-06-2007,Bernd Schuster
Livorno,Italian Serie A,73,73,73,73,30-06-2007,Fernando Orsi
AJ Auxerre,French Ligue 1 Orange,72,72,72,72,30-06-2007,Jean Fernández
Corinthians,Brazilian League,84,84,84,84,30-06-2007,Carpegiani
Parma,Italian Serie A,80,80,80,80,30-06-2007,Claudio Ranieri
River Plate,Rest Of World,79,79,79,79,30-06-2007,Daniel Passarella
FC Nürnberg,German Bundesliga 1,79,79,79,79,30-06-2007,Hans Meyer
Rangers,Scottish Premier,79,79,79,79,30-06-2007,John Gregory
América,Mexican 1st Division,78,78,78,78,30-06-2007,Lori Sandri
AS Saint-Etienne,French Ligue 1 Orange,75,75,75,75,30-06-2007,Ivan Hašek
Birmingham City,Football League Champ,75,75,75,75,30-06-2007,Steve Bruce
Sochaux,French Ligue 1 Orange,66,66,66,66,30-06-2007,Alain Perrin
Real Sociedad,Spanish Primera,81,81,81,81,30-06-2007,Lotina
Sheffield United,F.A. Premier League,79,79,79,79,30-06-2007,Bryan Robson
Cagliari,Italian Serie A,78,78,78,78,30-06-2007,Marco Giampaolo
RCD Mallorca,Spanish Primera,76,76,76,76,30-06-2007,Gregorio Manzano
Toulouse,French Ligue 1 Orange,75,75,75,75,30-06-2007,Elie Baup
Empoli,Italian Serie A,75,75,75,75,30-06-2007,Luigi Cagni
Santos,Brazilian League,75,75,75,75,30-06-2007,Roger De Sá
Feyenoord,Dutch Eredivisie,74,74,74,74,30-06-2007,Leo Beenhakker
Arminia Bielefeld,German Bundesliga 1,74,74,74,74,30-06-2007,Ernst Middendorp
Ascoli,Italian Serie A,74,74,74,74,30-06-2007,Massimo Silva
West Bromwich,Football League Champ,74,74,74,74,30-06-2007,Tony Mowbray
Cruzeiro,Brazilian League,73,73,73,73,30-06-2007,Dorival Júnior
Siena,Italian Serie A,72,72,72,72,30-06-2007,Andrea Mandorlini
ES Troyes AC,French Ligue 1 Orange,72,72,72,72,30-06-2007,Jean-Marc Furlan
VfL Bochum,German Bundesliga 1,71,71,71,71,30-06-2007,Marcel Koller
Mainz,German Bundesliga 1,71,71,71,71,30-06-2007,Jürgen Klopp
Atalanta BC,Italian Serie A,79,79,79,79,30-06-2007,Stefano Colantuono
Tigres,Mexican 1st Division,77,77,77,77,30-06-2007,Diego Cagna
AZ Alkmaar,Dutch Eredivisie,74,74,74,74,30-06-2007,Louis van Gaal
Le Mans UC 72,French Ligue 1 Orange,74,74,74,74,30-06-2007,Frédéric Hantz
Fluminense,Brazilian League,74,74,74,74,30-06-2007,Renato Gaúcho
Reading FC,F.A. Premier League,73,73,73,73,30-06-2007,Steve Coppell
Messina,Italian Serie A,73,73,73,73,30-06-2007,Bruno Bolchi
Málaga CF,Spanish Segunda,67,67,67,67,30-06-2007,Muñiz
Catania,Italian Serie A,75,75,75,75,30-06-2007,Silvio Baldini
MSV Duisburg,German Bundesliga 2,73,73,73,73,30-06-2007,Rudi Bommer
Deport. Alavés,Spanish Segunda,73,73,73,73,30-06-2007,Fabri
AS Nancy-Lorraine,French Ligue 1 Orange,72,72,72,72,30-06-2007,Pablo Correa
Sunderland,Football League Champ,72,72,72,72,30-06-2007,Roy Keane
Alemannia Aachen,German Bundesliga 1,70,70,70,70,30-06-2007,Guido Buchwald
Sporting Braga,Portuguese Liga BWIN,70,70,70,70,30-06-2007,Jorge Costa
Cádiz,Spanish Segunda,70,70,70,70,30-06-2007,José González
Xerez,Spanish Segunda,75,75,75,75,30-06-2007,Pepe Murcia
Atletico Paranaense,Brazilian League,74,74,74,74,30-06-2007,Javier Aguirre
Almería,Spanish Segunda,74,74,74,74,30-06-2007,Unai Emery
Flamengo,Brazilian League,73,73,73,73,30-06-2007,Ney Franco
FC Metz,French Ligue 2 Orange,71,71,71,71,30-06-2007,Francis De Taddeo
Leeds United,Football League Champ,71,71,71,71,30-06-2007,Dennis Wise
Southampton,Football League Champ,71,71,71,71,30-06-2007,George Burley
Real Valladolid,Spanish Segunda,70,70,70,70,30-06-2007,José Luis Mendilíbar
AC Ajaccio,French Ligue 2 Orange,68,68,68,68,30-06-2007,Gernot Rohr
Lorient,French Ligue 1 Orange,61,61,61,61,30-06-2007,Christian Gourcuff
Lecce,Italian Serie B,74,74,74,74,30-06-2007,Giuseppe Papadopulo
Watford,F.A. Premier League,71,71,71,71,30-06-2007,Aidy Boothroyd
NAC Breda,Dutch Eredivisie,71,71,71,71,30-06-2007,Ernie Brandts
Crystal Palace,Football League Champ,71,71,71,71,30-06-2007,Peter Taylor
Goiás,Brazilian League,71,71,71,71,30-06-2007,Paulo Bonamigo
Numancia,Spanish Segunda,70,70,70,70,30-06-2007,Goikoetxea
Vasco Da Gama,Brazilian League,70,70,70,70,30-06-2007,Celso Roth
SC Bastia,French Ligue 2 Orange,70,70,70,70,30-06-2007,Bernard Casoni
FC Energie Cottbus,German Bundesliga 1,69,69,69,69,30-06-2007,Petrik Sander
Boavista,Portuguese Liga BWIN,68,68,68,68,30-06-2007,Jaime Pacheco
SM Caen,French Ligue 2 Orange,68,68,68,68,30-06-2007,Franck Dumas
SC Freiburg,German Bundesliga 2,68,68,68,68,30-06-2007,Volker Finke
FC Kaiserslautern,German Bundesliga 2,68,68,68,68,30-06-2007,Wolfgang Funkel
Cs Sedan-Ardennes,French Ligue 1 Orange,68,68,68,68,30-06-2007,Serge Romano
FC Hansa Rostock,German Bundesliga 2,67,67,67,67,30-06-2007,Frank Pagelsdorf
Karlsruher SC,German Bundesliga 2,67,67,67,67,30-06-2007,Edmund Becker
União Leiria,Portuguese Liga BWIN,64,64,64,64,30-06-2007,Paulo Duarte
Valenciennes FC,French Ligue 1 Orange,73,73,73,73,30-06-2007,Antoine Kombouaré
Ponte Preta,Brazilian League,72,72,72,72,30-06-2007,Vanderlei Paiva
En Avant Guingamp,French Ligue 2 Orange,72,72,72,72,30-06-2007,Patrick Rémy
Norwich City,Football League Champ,72,72,72,72,30-06-2007,Peter Grant
Coventry City,Football League Champ,71,71,71,71,30-06-2007,Iain Dowie
FC Twente,Dutch Eredivisie,71,71,71,71,30-06-2007,Fred Rutten
Real Murcia,Spanish Segunda,70,70,70,70,30-06-2007,Lucas Alcaraz
Figueirense,Brazilian League,70,70,70,70,30-06-2007,Mário Sérgio
Wolverhampton,Football League Champ,70,70,70,70,30-06-2007,Mick McCarthy
Nacional,Portuguese Liga BWIN,69,69,69,69,30-06-2007,Alexandre Gallo
Vitesse Arnhem,Dutch Eredivisie,69,69,69,69,30-06-2007,Aad de Mos
Elche,Spanish Segunda,69,69,69,69,30-06-2007,David Vidal
Preston North End,Football League Champ,69,69,69,69,30-06-2007,Paul Simpson
Botafogo,Brazilian League,69,69,69,69,30-06-2007,Cuca
Gremio,Brazilian League,68,68,68,68,30-06-2007,Estevam Soares
Atlético Mineiro,Rest Of World,68,68,68,68,30-06-2007,Javier Aguirre
Brescia,Italian Serie B,68,68,68,68,30-06-2007,Serse Cosmi
Albacete,Spanish Segunda,67,67,67,67,30-06-2007,César Ferrando
Coimbra,Portuguese Liga BWIN,66,66,66,66,30-06-2007,Nelo Vingada
SC Heerenveen,Dutch Eredivisie,65,65,65,65,30-06-2007,Gertjan Verbeek
FC Utrecht,Dutch Eredivisie,65,65,65,65,30-06-2007,Foeke Booy
Sporting Gijón,Spanish Segunda,64,64,64,64,30-06-2007,Manolo Preciado
Stade de Reims,French Ligue 2 Orange,73,73,73,73,30-06-2007,Thierry Froger
Lillestrøm SK,Norwegian Tippeligaen,70,70,70,70,30-06-2007,Claude Puel
Marítimo,Portuguese Liga BWIN,70,70,70,70,30-06-2007,Ulisses Morais
Cardiff City,Football League Champ,70,70,70,70,30-06-2007,Dave Jones
N.E.C. Nijmegen,Dutch Eredivisie,70,70,70,70,30-06-2007,Mario Been
Leicester City,Football League Champ,69,69,69,69,30-06-2007,Martin Allen
Paraná,Brazilian League,68,68,68,68,30-06-2007,Zetti
Roda JC,Dutch Eredivisie,67,67,67,67,30-06-2007,Raymond Atteveld
Montpellier HSC,French Ligue 2 Orange,67,67,67,67,30-06-2007,Jean-François Domergue
Spvgg Greuther Fürth,German Bundesliga 2,67,67,67,67,30-06-2007,Benno Möhlmann
Juventude,Brazilian League,66,66,66,66,30-06-2007,Flávio Campos
Châteauroux,French Ligue 2 Orange,64,64,64,64,30-06-2007,Frédéric Zago
Willem II,Dutch Eredivisie,72,72,72,72,30-06-2007,Dennis van Wijk
Derby County,Football League Champ,71,71,71,71,30-06-2007,Billy Davies
FC Groningen,Dutch Eredivisie,71,71,71,71,30-06-2007,Ron Jans
Cesena,Italian Serie B,70,70,70,70,30-06-2007,Fabrizio Castori
Luton Town,Football League Champ,70,70,70,70,30-06-2007,Kevin Blackwell
Ipswich Town,Football League Champ,68,68,68,68,30-06-2007,Jim Magilton
Belenenses,Portuguese Liga BWIN,67,67,67,67,30-06-2007,Jorge Jesus
Estrela Amadora,Portuguese Liga BWIN,66,66,66,66,30-06-2007,Daúto Faquirá
ADO Den Haag,Dutch Eredivisie,65,65,65,65,30-06-2007,Lex Schoenmaker
Treviso,Italian Serie B,63,63,63,63,30-06-2007,Diego Bortoluzzi
Tenerife,Spanish Segunda,63,63,63,63,30-06-2007,Casuco
Bari,Italian Serie B,62,62,62,62,30-06-2007,Giuseppe Materazzi
Le Havre AC,French Ligue 2 Orange,73,73,73,73,30-06-2007,Thierry Uvenard
Stoke City,Football League Champ,68,68,68,68,30-06-2007,Tony Pulis
Mantova,Italian Serie B,67,67,67,67,30-06-2007,Attilio Tesser
Sparta Rotterdam,Dutch Eredivisie,67,67,67,67,30-06-2007,Wiljan Vloet
RKC Waalwijk,Dutch Eredivisie,65,65,65,65,30-06-2007,Mark Wotte
Istres,French Ligue 2 Orange,65,65,65,65,30-06-2007,René Le Lamer
Hércules,Spanish Segunda,64,64,64,64,30-06-2007,Paquito
Castellón,Spanish Segunda,63,63,63,63,30-06-2007,Moré
Gueugnon,French Ligue 2 Orange,62,62,62,62,30-06-2007,Victor Zvunka
Heracles Almelo,Dutch Eredivisie,62,62,62,62,30-06-2007,Ruud Brood
Vicenza,Italian Serie B,72,72,72,72,30-06-2007,Angelo Gregucci
SC Beira-Mar,Portuguese Liga BWIN,68,68,68,68,30-06-2007,Paco Soler
Kickers Offenbach,German Bundesliga 2,66,66,66,66,30-06-2007,Wolfgang Frank
Modena,Italian Serie B,65,65,65,65,30-06-2007,Bortolo Mutti
Paços de Ferreira,Portuguese Liga BWIN,65,65,65,65,30-06-2007,José Mota
Amiens SCF,French Ligue 2 Orange,63,63,63,63,30-06-2007,Ludovic Batelli
Hull City,Football League Champ,62,62,62,62,30-06-2007,Phil Brown
Burnley,Football League Champ,61,61,61,61,30-06-2007,Steve Cotterill
Sheffield Wednesday,Football League Champ,60,60,60,60,30-06-2007,Brian Laws
Queens Park Rangers,Football League Champ,65,65,65,65,30-06-2007,John Gregory
Triestina,Italian Serie B,65,65,65,65,30-06-2007,Franco Varrella
Ud Las Palmas,Spanish Segunda,65,65,65,65,30-06-2007,Juanito
SC Paderborn 07,German Bundesliga 2,64,64,64,64,30-06-2007,Holger Fach
Nottingham Forest,Football League One,63,63,63,63,30-06-2007,Colin Calderwood
Excelsior,Dutch Eredivisie,60,60,60,60,30-06-2007,Ton Lokhoff
Bristol City,Football League One,69,69,69,69,30-06-2007,Gary Johnson
Salamanca,Spanish Segunda,68,68,68,68,30-06-2007,Javi López
Stade Brestois 29,French Ligue 2 Orange,61,61,61,61,30-06-2007,Pascal Janin
Pescara,Italian Serie B,59,59,59,59,30-06-2007,Luigi De Rosa
Barnsley,Football League Champ,56,56,56,56,30-06-2007,Simon Davey
Spvgg Unterhaching,German Bundesliga 2,66,66,66,66,30-06-2007,Werner Lorant
Hellas Verona,Italian Serie B,65,65,65,65,30-06-2007,Gian Piero Ventura
Spezia,Italian Serie B,65,65,65,65,30-06-2007,Antonio Soda
Piacenza,Italian Serie B,62,62,62,62,30-06-2007,Giuseppe Iachini
Swansea City,Football League One,61,61,61,61,30-06-2007,Roberto Martínez
Millwall,Football League One,60,60,60,60,30-06-2007,Willie Donachie
Niort,French Ligue 2 Orange,65,65,65,65,30-06-2007,Faruk Hadžibegić
Huddersfield Town,Football League One,64,64,64,64,30-06-2007,Andy Ritchie
